id,published_parsed,published,title,arxiv_primary_category,tags,summary
http://arxiv.org/abs/cond-mat/0402023v1,"time.struct_time(tm_year=2004, tm_mon=2, tm_mday=1, tm_hour=23, tm_min=10, tm_sec=34, tm_wday=6, tm_yday=32, tm_isdst=0)",2004-02-01T23:10:34Z,Electron Dynamics at a Positive Ion,cond-mat.stat-mech,['cond-mat.stat-mech'],"The dynamics of electrons in the presence of a positive ion is considered for
conditions of weak electron-electron couping but strong electron-ion coupling.
The equilibrium electron density and electric field time correlation functions
are evaluated for semi-classical conditions using a classical statistical
mechanics with a regularized electron-ion interaction for MD simulation. The
theoretical analysis for the equilibrium state is obtained from the
corresponding nonlinear Vlasov equation. Time correlation functions for the
electrons are determined from the linearized Vlasov equation. The resulting
electron dynamics is described in terms of a distribution of single
electron-ion trajectories screened by an inhomogeneous electron gas dielectric
function. The results are applied to calculation of the autocorrelation
function for the electron electric field at the ion for $ 0\leq Z\leq 40$,
including conditions of strong electron-ion coupling. The electron stopping
power and self-diffusion coefficient are determined from these results, and all
properties calculated are compared with those obtained from semi-classical
molecular dynamics simulation. The agreement with semi-classical MD simulation
is found to be reasonable. The theoretical description provides an instructive
interpretation for the strong electron-ion results."
http://arxiv.org/abs/0911.4914v3,"time.struct_time(tm_year=2009, tm_mon=11, tm_mday=25, tm_hour=16, tm_min=54, tm_sec=34, tm_wday=2, tm_yday=329, tm_isdst=0)",2009-11-25T16:54:34Z,"Experimental Determination of Electron Transition Probabilities in
  Elementary Electron-Phonon Scattering Processes Using Electron-Energy-Loss
  Spectroscopy: The Example of Graphite",cond-mat.mtrl-sci,"['cond-mat.mtrl-sci', 'cond-mat.supr-con']","We have investigated coupling constants in elementary electron-phonon
scattering processes on a graphite surface by the combined use of
high-resolution electron-energy-loss spectroscopy (HREELS) and very low-energy
electron diffraction (VLEED). HREELS is used to measure the modulations of
electron transition probabilities from incoming electrons in vacuum to outgoing
electrons in vacuum where the transition includes one-phonon scattering
processes inside a solid. Determining the electronic band structures of
graphite with VLEED, we defined electronic states of the solid surface that
electrons entered before and after scattering off phonons. Thus, we observed
that the measured electron transition probabilities significantly depended on
whether the electrons were in a bulk Bloch state or an evanescent state before
scattering off the phonons. This result clearly indicates that the measured
electron transition probabilities reflect the strength of the coupling
constants in the solid."
http://arxiv.org/abs/2110.00764v1,"time.struct_time(tm_year=2021, tm_mon=10, tm_mday=2, tm_hour=9, tm_min=14, tm_sec=14, tm_wday=5, tm_yday=275, tm_isdst=0)",2021-10-02T09:14:14Z,Quantum-coherent light-electron interaction in an SEM,physics.optics,"['physics.optics', 'physics.ins-det', 'quant-ph']","The last two decades experimentally affirmed the quantum nature of free
electron wavepackets by the rapid development of transmission electron
microscopes into ultrafast, quantum-coherent systems. In particular, ultrafast
electron pulses can be generated and timed to interact with optical
near-fields, yielding coherent exchange of the quantized photon energy between
the relativistic electron wavepacket and the light field. So far, all
experiments have been restricted to the physically-confining bounds of
transmission electron microscopes, with their small, millimeter-sized sample
chambers. In this work, we show the quantum coherent coupling between electrons
and light in a scanning electron microscope, at unprecedentedly low electron
energies down to 10.4 keV, so with sub-relativistic electrons. Scanning
electron microscopes not only afford the yet-unexplored electron energies from
~0.5 to 30 keV providing optimum light-coupling efficiencies, but they also
offer spacious and easily-configurable experimental chambers for extended and
cascaded optical set-ups, potentially boasting thousands of photon-electron
interaction zones. Our results unleashes the full potential of quantum
experiments including electron wavepacket shaping and quantum computing with
multiple arithmetic operations and will allow imaging with low-energy electrons
and attosecond time resolution."
http://arxiv.org/abs/1107.4759v1,"time.struct_time(tm_year=2011, tm_mon=7, tm_mday=24, tm_hour=15, tm_min=10, tm_sec=26, tm_wday=6, tm_yday=205, tm_isdst=0)",2011-07-24T15:10:26Z,"Electrons surfing on a sound wave as a platform for quantum optics with
  flying electrons",cond-mat.mes-hall,['cond-mat.mes-hall'],"Electrons in a metal are indistinguishable particles that strongly interact
with other electrons and their environment. Isolating and detecting a single
flying electron after propagation to perform quantum optics like experiments at
the single electron level is therefore a challenging task. Up to date, only few
experiments have been performed in a high mobility two-dimensional electron gas
where the electron propagates almost ballistically. Flying electrons were
detected via the current generated by an ensemble of electrons and electron
correlations were encrypted in the current noise. Here we demonstrate the
experimental realisation of high efficiency single electron source and single
electron detector for a quantum medium where a single electron is propagating
isolated from the other electrons through a one-dimensional channel. The moving
potential is excited by a surface acoustic wave, which carries the single
electron along the 1D-channel at a speed of 3\mum/ns. When such a quantum
channel is placed between two quantum dots, a single electron can be
transported from one quantum dot to the other, which is several micrometres
apart, with a quantum efficiency of emission and detection of 96% and 92%,
respectively. Furthermore, the transfer of the electron can be triggered on a
timescale shorter than the coherence time T2* of GaAs spin qubits6. Our work
opens new avenues to study the teleportation of a single electron spin and the
distant interaction between spatially separated qubits in a condensed matter
system."
http://arxiv.org/abs/cond-mat/9306038v1,"time.struct_time(tm_year=1993, tm_mon=6, tm_mday=17, tm_hour=1, tm_min=39, tm_sec=56, tm_wday=3, tm_yday=168, tm_isdst=0)",1993-06-17T01:39:56Z,"Electron--Electron Scattering in Quantum Wires and it's Possible
  Suppression due to Spin Effects",cond-mat,['cond-mat'],"A microscopic picture of electron-electron pair scattering in single mode
quantum wires is introduced which includes electron spin. A new source of
`excess' noise for hot carriers is presented. We show that zero magnetic field
`spin' splitting in quantum wires can lead to a dramatic `spin'-subband
dependence of electron--electron scattering, including the possibility of
strong suppression. As a consequence extremely long electron coherence lengths
and new spin-related phenomena are predicted. Since electron bands in III-V
semiconductor quantum wires are in general spin-split in zero applied magnetic
field, these new transport effects are of general importance."
http://arxiv.org/abs/cond-mat/9312053v1,"time.struct_time(tm_year=1993, tm_mon=12, tm_mday=14, tm_hour=14, tm_min=57, tm_sec=15, tm_wday=1, tm_yday=348, tm_isdst=0)",1993-12-14T14:57:15Z,"Accounting for both electron--lattice and electron--electron coupling in
  conjugated polymers: minimum total energy calculations on the
  Hubbard--Peierls hamiltonian",cond-mat,['cond-mat'],"Minimum total energy calculations, which account for both electron--lattice
and electron--electron interactions in conjugated polymers are performed for
chains with up to eight carbon atoms. These calculations are motivated in part
by recent experimental results on the spectroscopy of polyenes and conjugated
polymers and shed light on the longstanding question of the relative importance
of electron--lattice vs. electron--electron interactions in determining the
properties of these systems."
http://arxiv.org/abs/cond-mat/9703241v1,"time.struct_time(tm_year=1997, tm_mon=3, tm_mday=27, tm_hour=20, tm_min=43, tm_sec=31, tm_wday=3, tm_yday=86, tm_isdst=0)",1997-03-27T20:43:31Z,Periodic and Aperiodic Bunching in the Addition Spectra of Quantum Dot,cond-mat.mes-hall,['cond-mat.mes-hall'],"We study electron addition spectra of quantum dots in a broad range of
electron occupancies starting from the first electron. Spectra for dots
containing <200 electrons reveal a surprising feature. Electron additions are
not evenly spaced in gate voltage. Rather, they group into bunches. With
increasing electron number the bunching evolves from occurring randomly to
periodically at about every fifth electron. The periodicity of the bunching and
features in electron tunneling rates suggest that the bunching is associated
with electron additions into spatially distinct regions within the dots."
http://arxiv.org/abs/cond-mat/0004065v2,"time.struct_time(tm_year=2000, tm_mon=4, tm_mday=5, tm_hour=12, tm_min=5, tm_sec=44, tm_wday=2, tm_yday=96, tm_isdst=0)",2000-04-05T12:05:44Z,"Nonlinear voltage dependence of the shot noise in mesoscopic degenerate
  conductors with strong electron-electron scattering",cond-mat.mes-hall,['cond-mat.mes-hall'],"It is shown that measurements of zero-frequency shot-noise can provide
information on electron-electron interaction, because the strong interaction
results in the nonlinear voltage dependence of the shot noise in metallic
wires. This is due to the fact that the Wiedemann-Franz law is no longer valid
in the case of considerable electron-electron interaction. The deviations from
this law increase the noise power and make it dependent strongly on the ratio
of electron-electron and electron-impurity scattering rates."
http://arxiv.org/abs/cond-mat/0106586v1,"time.struct_time(tm_year=2001, tm_mon=6, tm_mday=28, tm_hour=8, tm_min=51, tm_sec=35, tm_wday=3, tm_yday=179, tm_isdst=0)",2001-06-28T08:51:35Z,"Polaron and bipolaron formation in the Hubbard-Holstein model: role of
  next-nearest neighbor electron hopping",cond-mat.str-el,['cond-mat.str-el'],"The influence of next-nearest neighbor electron hopping, $t^{\prime}$, on the
polaron and bipolaron formation in a square Hubbard-Holstein model is
investigated within a variational approach. The results for electron-phonon and
electron-electron correlation functions show that a negative value of
$t^{\prime}$ induces a strong anisotropy in the lattice distortions favoring
the formation of nearest neighbor intersite bipolaron. The role of
$t^{\prime}$, electron-phonon and electron-electron interactions is briefly
discussed in view of the formation of charged striped domains."
http://arxiv.org/abs/cond-mat/0207329v1,"time.struct_time(tm_year=2002, tm_mon=7, tm_mday=12, tm_hour=21, tm_min=12, tm_sec=56, tm_wday=4, tm_yday=193, tm_isdst=0)",2002-07-12T21:12:56Z,"Tunneling through an Aharonov-Bohm ring -- effects of dephasing by
  electron-electron interactions",cond-mat.str-el,['cond-mat.str-el'],"We develop a non-perturbative numerical method to study a single electron
tunneling through an Aharonov-Bohm ring in the presence of bound, interacting
electrons. Inelastic processes and spin-flip scattering are properly taken into
account. We show that electron-electron interactions described by the Hubbard
Hamiltonian lead to strong dephasing and we obtain high transmission
probability at Phi=pi even at small interaction strength. Depending on the
many-electron state on the ring, dephasing can occur in elastic or inelastic
channels with or without changing the spin of the scattering electron."
http://arxiv.org/abs/cond-mat/0401428v1,"time.struct_time(tm_year=2004, tm_mon=1, tm_mday=22, tm_hour=14, tm_min=17, tm_sec=31, tm_wday=3, tm_yday=22, tm_isdst=0)",2004-01-22T14:17:31Z,"Pairing in Cu-O Models: Clues of Joint Electron-Phonon and
  Electron-Electron Interactions",cond-mat.str-el,"['cond-mat.str-el', 'cond-mat.supr-con']","We discuss a many-electron Hamiltonian with Hubbard-like repulsive
interaction and linear coupling to the phonon branches, having the Cu-O plane
of the superconducting cuprates as a paradigm. A canonical transformation
extracts an effective two-body problem from the many-body theory. As a
prototype system we study the $\cu$ cluster, which yields electronic pairing in
the Hubbard model; moreover, a standard treatment of the Jahn-Teller effect
predicts distortions that destroy electronic pairing. Remarkably, calculations
that keep all the electronic spectrum into account show that vibrations are
likely to be synergic with electronic pairing, if the coupling to
half-breathing modes predominates, as experiments suggest."
http://arxiv.org/abs/cond-mat/0401577v1,"time.struct_time(tm_year=2004, tm_mon=1, tm_mday=28, tm_hour=14, tm_min=0, tm_sec=28, tm_wday=2, tm_yday=28, tm_isdst=0)",2004-01-28T14:00:28Z,"Electron-electron scattering effects on the Full Counting Statistics of
  Mesoscopic Conductors",cond-mat.mes-hall,['cond-mat.mes-hall'],"In the hot electron regime, electron-electron scattering strongly modifies
not only the shot noise but also the full counting statistics. We employ a
method based on a stochastic path integral to calculate the counting statistics
of two systems in which noise in the hot electron regime has been
experimentally measured. We give an analytical expression for the counting
statistics of a chaotic cavity and find that heating due to electron-electron
scattering renders the distribution of transmitted charge symmetric in the shot
noise limit. We also discuss the frequency dispersion of the third order
correlation function and present numerical calculations for the statistics of
diffusive wires in the hot electron regime."
http://arxiv.org/abs/hep-ex/0307015v1,"time.struct_time(tm_year=2003, tm_mon=7, tm_mday=7, tm_hour=17, tm_min=46, tm_sec=39, tm_wday=0, tm_yday=188, tm_isdst=0)",2003-07-07T17:46:39Z,"Multi-Electron Production at High Transverse Momenta in ep Collisions at
  HERA",hep-ex,['hep-ex'],"Multi-electron production is studied at high electron transverse momentum in
positron- and electron-proton collisions using the H1 detector at HERA. The
data correspond to an integrated luminosity of 115 pb-1. Di-electron and
tri-electron event yields are measured. Cross sections are derived in a
restricted phase space region dominated by photon-photon collisions. In general
good agreement is found with the Standard Model predictions. However, for
electron pair invariant masses above 100 GeV, three di-electron events and
three tri-electron events are observed, compared to Standard Model expectations
of 0.30 \pm 0.04 and 0.23 \pm 0.04, respectively."
http://arxiv.org/abs/physics/0003073v1,"time.struct_time(tm_year=2000, tm_mon=3, tm_mday=24, tm_hour=21, tm_min=57, tm_sec=24, tm_wday=4, tm_yday=84, tm_isdst=0)",2000-03-24T21:57:24Z,"Temporary Acceleration of Electrons While Inside an Intense
  Electromagnetic Pulse",physics.acc-ph,['physics.acc-ph'],"A free electron can temporarily gain a very significant amount of energy if
it is overrun by an intense electromagnetic wave. In principle, this process
would permit large enhancements in the center-of-mass energy of
electron-electron, electron-positron and electron-photon interactions if these
take place in the presence of an intense laser beam. Practical considerations
severely limit the utility of this concept for contemporary lasers incident on
relativistic electrons. A more accessible laboratory phenomenon is
electron-positron production via an intense laser beam incident on a gas.
Intense electromagnetic pulses of astrophysical origin can lead to very
energetic photons via bremsstrahlung of temporarily accelerated electrons."
http://arxiv.org/abs/0805.4276v1,"time.struct_time(tm_year=2008, tm_mon=5, tm_mday=28, tm_hour=7, tm_min=48, tm_sec=17, tm_wday=2, tm_yday=149, tm_isdst=0)",2008-05-28T07:48:17Z,"Kink structure in the electronic dispersion of high-Tc superconductors
  from the electron-phonon interaction",cond-mat.str-el,"['cond-mat.str-el', 'cond-mat.supr-con']","We investigate the electronic dispersion of high-Tc superconductor on the
basis of the two-dimensional three-band Hubbard model with the electron-phonon
interaction together with the strong electron-electron interaction. In our
model, it is shown across the hole-doped region of high-Tc superconductor that
the electron-phonon interaction makes a dispersion kink, observed along the
nodal direction, and that the small isotope effect appears on the electronic
dispersion."
http://arxiv.org/abs/0806.0310v3,"time.struct_time(tm_year=2008, tm_mon=6, tm_mday=2, tm_hour=15, tm_min=22, tm_sec=8, tm_wday=0, tm_yday=154, tm_isdst=0)",2008-06-02T15:22:08Z,"Electron and phonon correlations in systems of one-dimensional electrons
  coupled to phonons",cond-mat.str-el,['cond-mat.str-el'],"Electron and phonon correlations in systems of one-dimensional electrons
coupled to phonons are studied at low temperatures by emphasizing on the effect
of electron-phonon backward scattering. It is found that the $2k_F$-wave
components of the electron density and phonon displacement field share the same
correlations. Both correlations are quasi-long-ranged for a single conducting
chain coupled to one-dimensional or three-dimensional phonons, and they are
long-ranged for repulsive electron-electron interactions for a
three-dimensional array of parallel one-dimensional conducting chains coupled
to three-dimensional phonons."
http://arxiv.org/abs/0806.0436v1,"time.struct_time(tm_year=2008, tm_mon=6, tm_mday=3, tm_hour=5, tm_min=29, tm_sec=47, tm_wday=1, tm_yday=155, tm_isdst=0)",2008-06-03T05:29:47Z,Ballistic Hot Electron Transport in Graphene,cond-mat.mes-hall,['cond-mat.mes-hall'],"We theoretically study the inelastic scattering rate and the carrier mean
free path for energetic hot electrons in graphene, including both
electron-electron and electron-phonon interactions. Taking account of optical
phonon emission and electron-electron scattering, we find that the inelastic
scattering time $\tau \sim 10^{-2}-10^{-1} \mathrm{ps}$ and the mean free path
$l \sim 10-10^2 \mathrm{nm}$ for electron densities $n = 10^{12}-10^{13}
\mathrm{cm}^{-2}$. In particular, we find that the mean free path exhibits a
finite jump at the phonon energy $200 \mathrm{meV}$ due to electron-phonon
interaction. Our results are directly applicable to device structures where
ballistic transport is relevant with inelastic scattering dominating over
elastic scattering."
http://arxiv.org/abs/0902.3875v1,"time.struct_time(tm_year=2009, tm_mon=2, tm_mday=23, tm_hour=9, tm_min=30, tm_sec=29, tm_wday=0, tm_yday=54, tm_isdst=0)",2009-02-23T09:30:29Z,"Spin dynamics of electrons in the first excited subband of a
  high-mobility low-density 2D electron system",cond-mat.mtrl-sci,['cond-mat.mtrl-sci'],"We report on time-resolved Kerr rotation measurements of spin coherence of
electrons in the first excited subband of a high-mobility low-density
two-dimensional electron system in a GaAs/Al0.35Ga0.65As heterostructure. While
the transverse spin lifetime (T2*) of electrons decreases monotonically with
increasing magnetic field, it has a non-monotonic dependence on the
temperature, with a peak value of 596 ps at 36 K, indicating the effect of
inter-subband electron-electron scattering on the electron spin relaxation. The
spin lifetime may be long enough for potential device application with
electrons in excited subbands."
http://arxiv.org/abs/1103.6195v1,"time.struct_time(tm_year=2011, tm_mon=3, tm_mday=31, tm_hour=14, tm_min=28, tm_sec=49, tm_wday=3, tm_yday=90, tm_isdst=0)",2011-03-31T14:28:49Z,"Quantum description and properties of electrons emitted from pulsed
  nanotip electron sources",quant-ph,['quant-ph'],"We present a quantum calculation of the electron degeneracy for electron
sources. We explore quantum interference of electrons in the temporal and
spatial domain and demonstrate how it can be utilized to characterize a pulsed
electron source. We estimate effects of Coulomb repulsion on two-electron
interference and show that currently available nano tip pulsed electron sources
operate in the regime where the quantum nature of electrons can be made
dominant."
http://arxiv.org/abs/1306.3849v2,"time.struct_time(tm_year=2013, tm_mon=6, tm_mday=17, tm_hour=13, tm_min=24, tm_sec=22, tm_wday=0, tm_yday=168, tm_isdst=0)",2013-06-17T13:24:22Z,Metastable electron-pair states in a two-dimensional crystal,cond-mat.str-el,['cond-mat.str-el'],"We study possible quantum states of two correlated electrons in a
two-dimensional crystal and find a metastable energy band of the electron pair
between the two lowest single-electron bands. These metastable states result
from the interplay of electron correlations and the strength of the crystal
potential. The two paired electrons are bound in the same unit cell in relative
coordinates with an average distance between them about one third of the
crystal period. Furthermore, we show how such electron-pairs can be stabilized
in a many-electron system."
http://arxiv.org/abs/1508.04168v1,"time.struct_time(tm_year=2015, tm_mon=8, tm_mday=17, tm_hour=22, tm_min=19, tm_sec=39, tm_wday=0, tm_yday=229, tm_isdst=0)",2015-08-17T22:19:39Z,"Investigation of Vortex Structures in Gas-Discharge Nonneutral Electron
  Plasma: III. Pulse Ejection of Electrons at the Formation and Radial
  Oscillations of Vortex Structure",physics.plasm-ph,['physics.plasm-ph'],"The results of experimental investigations of electron ejection from
gas-discharge nonneutral electron plasma at the formation and radial
oscillations of vortex structure have been presented. The electrons are
injected from the vortex structure and the adjacent region of electron sheath
in the form of pulses the duration and periodicity of which are determined by
the processes of evolution and dynamics of this structure. The possible
mechanisms of pulse ejection of electrons are considered. The influence of
electron ejection on other processes in discharge electron sheath is analyzed."
http://arxiv.org/abs/1705.03183v3,"time.struct_time(tm_year=2017, tm_mon=5, tm_mday=9, tm_hour=5, tm_min=30, tm_sec=57, tm_wday=1, tm_yday=129, tm_isdst=0)",2017-05-09T05:30:57Z,Wigner distributions for an electron,hep-ph,['hep-ph'],"We study the Wigner distributions for a physical electron, which reveal the
multidimensional images of the electron. The physical electron is considered as
a composite system of a bare electron and photon. The Wigner distributions for
unpolarized, longitudinally polarized and transversely polarized electron are
presented in transverse momentum plane as well as in impact parameter plane.
The spin-spin correlations between the bare electron and the physical electron
are discussed. We also evaluate all the leading twist generalized transverse
momentum distributions (GTMDs) for electron."
http://arxiv.org/abs/1510.05299v1,"time.struct_time(tm_year=2015, tm_mon=10, tm_mday=18, tm_hour=20, tm_min=1, tm_sec=58, tm_wday=6, tm_yday=291, tm_isdst=0)",2015-10-18T20:01:58Z,"Quasiparticle Mass Enhancement and Fermi Surface Shape Modification in
  Oxide Two-Dimensional Electron Gases",cond-mat.str-el,['cond-mat.str-el'],"We propose a model intended to qualitatively capture the electron-electron
interaction physics of two-dimensional electron gases formed near
transition-metal oxide heterojunctions containing $t_{2g}$ electrons with a
density much smaller than one electron per metal atom. Two-dimensional electron
systems of this type can be described perturbatively using a $GW$ approximation
which predicts that Coulomb interactions enhance quasiparticle effective masses
more strongly than in simple two-dimensional electron gases, and that they
reshape the Fermi surface, reducing its anisotropy."
http://arxiv.org/abs/1801.08963v1,"time.struct_time(tm_year=2018, tm_mon=1, tm_mday=26, tm_hour=19, tm_min=55, tm_sec=30, tm_wday=4, tm_yday=26, tm_isdst=0)",2018-01-26T19:55:30Z,"Electron Multi-Beams (Electron Grids, Electron Lattices and Electron
  Grates): New Elements for Accelerators",physics.acc-ph,['physics.acc-ph'],"Since the initial proposal in 1990s, the method of electron lenses has been
successfully developed and employed at the high energy particle colliders, like
Tevatron and RHIC. Here we propose a new set of electron multi beam elements
(electron grids, electron lattices, electron grates and other) which employ
many beams in various spatial configurations, with possible time varying
currents. We present major principles of operation and generation of such
systems and briefly discuss a set of possible applications in accelerators."
http://arxiv.org/abs/1702.00237v1,"time.struct_time(tm_year=2017, tm_mon=2, tm_mday=1, tm_hour=13, tm_min=10, tm_sec=38, tm_wday=2, tm_yday=32, tm_isdst=0)",2017-02-01T13:10:38Z,"Some Aspects of Electron Dynamics in Electron Cyclotron Resonance Ion
  Sources",physics.plasm-ph,['physics.plasm-ph'],"Electron dynamics in Electron Cyclotron Resonance Ion Source is numerically
simulated by using Particle-In-Cell code combined with simulations of the ion
dynamics. Mean electron energies are found to be around 70 keV close to values
that are derived from spectra of X-ray emission out of the source. Electron
life time is defined by losses of low-energy electrons created in ionizing
collisions; the losses are regulated by electron heating rate, which depends on
magnitude of the microwave electric field. Changes in ion confinement with
variations in the microwave electric field and gas flow are simulated.
Influence of electron dynamics on the afterglow and two-frequency heating
effects is discussed."
http://arxiv.org/abs/1712.00392v1,"time.struct_time(tm_year=2017, tm_mon=12, tm_mday=1, tm_hour=16, tm_min=28, tm_sec=9, tm_wday=4, tm_yday=335, tm_isdst=0)",2017-12-01T16:28:09Z,"Electron localization properties in high pressure hydrogen at the
  liquid-liquid phase transition by Coupled Electron-Ion Monte Carlo",cond-mat.mtrl-sci,"['cond-mat.mtrl-sci', 'cond-mat.str-el', 'physics.comp-ph']","We analyze in detail the electronic properties of high pressure hydrogen
around the liquid-liquid phase transition based on Coupled Electron-Ion Monte
Carlo calculations. Computing the off-diagonal single particle density matrix
and the momentum distribution we discuss localization properties of the
electrons. The abrupt changes of these distributions indicate a metal to
insulator transition occurring together with the structural transition from the
atomic to molecular fluid. We further discuss the electron-proton and
electron-electron pair correlation functions, which also change abruptly at the
transition."
http://arxiv.org/abs/2010.00218v1,"time.struct_time(tm_year=2020, tm_mon=10, tm_mday=1, tm_hour=6, tm_min=59, tm_sec=27, tm_wday=3, tm_yday=275, tm_isdst=0)",2020-10-01T06:59:27Z,Phonon-assisted phase separation in strongly correlated systems,cond-mat.str-el,['cond-mat.str-el'],"We relate the phase separation observed in many crystals with pronounced
electron correlations to the regions of negative electron compressibility. They
were found in several models describing strong electron correlations. At low
temperatures, these regions arise near chemical potentials corresponding to the
change of the ground state in the site Hamiltonian. The negative electron
compressibility leads to the separation of the system into electron-rich and
electron-poor domains. The energy released in the course of this separation is
absorbed by phonons. Another role of phonons is to give a definite form --
stripes or checkerboards -- to lattice distortions and domains of different
electron concentrations. The shape, direction, and periodicity of such textures
are determined by wave vectors of lattice distortions, which most strongly
scatter electrons."
http://arxiv.org/abs/2011.11544v1,"time.struct_time(tm_year=2020, tm_mon=11, tm_mday=23, tm_hour=16, tm_min=58, tm_sec=3, tm_wday=0, tm_yday=328, tm_isdst=0)",2020-11-23T16:58:03Z,"Diffusion regime of electron-electron collisions in weakly ionized
  plasmas",physics.plasm-ph,['physics.plasm-ph'],"We consider weakly ionized plasma where frequent elastic scattering of
electrons on neutrals change the individual acts and the rate of
electron-electron collisions significantly. In this case, the kinetics of
electron thermalization is very different from that in fully ionized plasma.
The colliding electrons diffuse because of fast scattering on neutrals. We
demonstrate how a proper account of this diffusion enables one to estimate the
characteristic time of electron thermalization. We also present a rigorous
derivation of the kinetic equation for electrons by using Bogolyubov method
based on Liouville equations for multi-particle distribution functions."
http://arxiv.org/abs/2105.10570v1,"time.struct_time(tm_year=2021, tm_mon=5, tm_mday=21, tm_hour=20, tm_min=58, tm_sec=28, tm_wday=4, tm_yday=141, tm_isdst=0)",2021-05-21T20:58:28Z,"GETaLM: A Generator for Electron Tagger and Luminosity Monitor for
  electron - proton and ion collisions",hep-ph,"['hep-ph', 'nucl-ex']","The study of elastic bremsstrahlung and electron tagging in electron-proton
or ion collisions is gaining importance with the planned construction of
several experimental facilities focused on deep-inelastic scattering (DIS)
measurements. This paper describes a program which generates bremsstrahlung
photons in electron-proton and electron-ion interactions as well as scattered
electrons in bremsstrahlung processes and in a quasi-real photon approximation
to the general DIS process. The effects of electron beam divergence and the
spread of the interaction vertex are implemented. The program can be used as an
input to simulations of instrumentation for bremsstrahlung photon detection,
luminosity measurements, electron tagging, and the determination of the cross
sections of corresponding processes."
http://arxiv.org/abs/cond-mat/0002253v1,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=16, tm_hour=17, tm_min=12, tm_sec=19, tm_wday=2, tm_yday=47, tm_isdst=0)",2000-02-16T17:12:19Z,"Effects of Electron-Electron Scattering on Electron-Beam Propagation in
  a Two-Dimensional Electron-Gas",cond-mat.mes-hall,['cond-mat.mes-hall'],"We have studied experimentally and theoretically the influence of
electron-electron collisions on the propagation of electron beams in a
two-dimensional electron gas for excess injection energies ranging from zero up
to the Fermi energy. We find that the detector signal consists of
quasiballistic electrons, which either have not undergone any electron-electron
collisions or have only been scattered at small angles. Theoretically, the
small-angle scattering exhibits distinct features that can be traced back to
the reduced dimensionality of the electron system. A number of nonlinear
effects, also related to the two-dimensional character of the system, are
discussed. In the simplest situation, the heating of the electron gas by the
high-energy part of the beam leads to a weakening of the signal of
quasiballistic electrons and to the appearance of thermovoltage. This results
in a nonmonotonic dependence of the detector signal on the intensity of the
injected beam, as observed experimentally."
http://arxiv.org/abs/cond-mat/0302278v3,"time.struct_time(tm_year=2003, tm_mon=2, tm_mday=14, tm_hour=18, tm_min=31, tm_sec=42, tm_wday=4, tm_yday=45, tm_isdst=0)",2003-02-14T18:31:42Z,"Effects of Electron-Electron and Electron-Phonon Interactions in Weakly
  Disordered Conductors and Heterostuctures",cond-mat.mes-hall,['cond-mat.mes-hall'],"We investigate quantum corrections to the conductivity due to the
interference of electron-electron (electron-phonon) scattering and elastic
electron scattering in weakly disordered conductors. The electron-electron
interaction results in a negative $T^2 \ln T$-correction in a 3D conductor. In
a quasi-two-dimensional conductor, $d < v_F/T$ ($d$ is the thickness, $v_F$ is
the Fermi velocity), with 3D electron spectrum this correction is linear in
temperature and differs from that for 2D electrons (G. Zala et. al., Phys.
Rev.B {\bf 64}, 214204 (2001)) by a numerical factor. In a
quasi-one-dimensional conductor, temperature-dependent correction is
proportional to $T^2$. The electron interaction via exchange of virtual phonons
also gives $T^2$-correction. The contribution of thermal phonons interacting
with electrons via the screened deformation potential results in $T^4$-term and
via unscreened deformation potential results in $T^2$-term. The interference
contributions dominate over pure electron-phonon scattering in a wide
temperature range, which extends with increasing disorder."
http://arxiv.org/abs/cond-mat/0504013v1,"time.struct_time(tm_year=2005, tm_mon=4, tm_mday=1, tm_hour=7, tm_min=1, tm_sec=44, tm_wday=4, tm_yday=91, tm_isdst=0)",2005-04-01T07:01:44Z,"Why holes are not like electrons. II. The role of the electron-ion
  interaction",cond-mat.supr-con,"['cond-mat.supr-con', 'cond-mat.str-el']","In recent work, we discussed the difference between electrons and holes in
energy band in solids from a many-particle point of view, originating in the
electron-electron interaction, and argued that it has fundamental consequences
for superconductivity. Here we discuss the fact that there is also a
fundamental difference between electrons and holes already at the single
particle level, arising from the electron-ion interaction. The difference
between electrons and holes due to this effect parallels the difference due to
electron-electron interactions: {\it holes are more dressed than electrons}. We
propose that superconductivity originates in 'undressing' of carriers from
$both$ electron-electron and electron-ion interactions, and that both aspects
of undressing have observable consequences."
